Id,NettingSet,DateIndex,Date,Sample,Depth,Value
CPTY_A,,4,2017-02-06,48,0,6536941.2960
CPTY_A,,4,2017-02-06,49,0,1175488.9613
CPTY_A,,4,2017-02-06,50,0,-2776525.0981
CPTY_A,,4,2017-02-06,51,0,3062920.4486
CPTY_A,,4,2017-02-06,52,0,15776227.7564
CPTY_A,,4,2017-02-06,53,0,13641765.9433
CPTY_A,,4,2017-02-06,54,0,13867406.5755
CPTY_A,,4,2017-02-06,55,0,-656549.1766
CPTY_A,,4,2017-02-06,56,0,27730022.9175
CPTY_A,,4,2017-02-06,57,0,-7276487.3930
CPTY_A,,4,2017-02-06,58,0,4572792.3366
CPTY_A,,4,2017-02-06,59,0,16601585.5244
CPTY_A,,4,2017-02-06,60,0,3055531.2434
CPTY_A,,4,2017-02-06,61,0,10157587.8664
CPTY_A,,4,2017-02-06,62,0,8289203.5665
CPTY_A,,4,2017-02-06,63,0,3989295.5799
CPTY_A,,4,2017-02-06,64,0,931860.8576
CPTY_A,,4,2017-02-06,65,0,2666115.1393
CPTY_A,,4,2017-02-06,66,0,4051594.6642
CPTY_A,,4,2017-02-06,67,0,4313840.8576
CPTY_A,,4,2017-02-06,68,0,8762438.8023
CPTY_A,,4,2017-02-06,69,0,18734591.1655
CPTY_A,,4,2017-02-06,70,0,-4099619.6072
CPTY_A,,4,2017-02-06,71,0,3493602.2816
CPTY_A,,4,2017-02-06,72,0,-2292140.3473
CPTY_A,,4,2017-02-06,73,0,23185078.6780
CPTY_A,,4,2017-02-06,74,0,6031325.0950
CPTY_A,,4,2017-02-06,75,0,6663387.3391
CPTY_A,,4,2017-02-06,76,0,3642854.8450
CPTY_A,,4,2017-02-06,77,0,-2331845.4950
CPTY_A,,4,2017-02-06,78,0,593682.6161
CPTY_A,,4,2017-02-06,79,0,8281611.7715
CPTY_A,,4,2017-02-06,80,0,13251877.1770
CPTY_A,,5,2017-05-05,1,0,4375505.0992
CPTY_A,,5,2017-05-05,2,0,-1416398.9875
CPTY_A,,5,2017-05-05,3,0,12077500.2043
CPTY_A,,5,2017-05-05,4,0,-7276525.7737
CPTY_A,,5,2017-05-05,5,0,9346431.6922
CPTY_A,,5,2017-05-05,6,0,16593928.1279
CPTY_A,,5,2017-05-05,7,0,6656756.4823
CPTY_A,,5,2017-05-05,8,0,1318592.4981
CPTY_A,,5,2017-05-05,9,0,-2850109.4931
CPTY_A,,5,2017-05-05,10,0,-4351632.0451
CPTY_A,,5,2017-05-05,11,0,14990825.1461
CPTY_A,,5,2017-05-05,12,0,8658494.0558
CPTY_A,,5,2017-05-05,13,0,8470160.7760
CPTY_A,,5,2017-05-05,14,0,15644691.7899
CPTY_A,,5,2017-05-05,15,0,1787554.4203
CPTY_A,,5,2017-05-05,16,0,9001773.7473
CPTY_A,,5,2017-05-05,17,0,-7836430.3772
CPTY_A,,5,2017-05-05,18,0,6395002.7997
CPTY_A,,5,2017-05-05,19,0,9533533.2881
CPTY_A,,5,2017-05-05,20,0,5656958.7055
CPTY_A,,5,2017-05-05,21,0,27136397.2798
CPTY_A,,5,2017-05-05,22,0,-423123.7634
CPTY_A,,5,2017-05-05,23,0,1397652.0346
CPTY_A,,5,2017-05-05,24,0,21058115.2585
CPTY_A,,5,2017-05-05,25,0,-714607.2440
CPTY_A,,5,2017-05-05,26,0,-7509179.5517
CPTY_A,,5,2017-05-05,27,0,20943580.6914
CPTY_A,,5,2017-05-05,28,0,-3371077.3942
CPTY_A,,5,2017-05-05,29,0,3692659.9045
CPTY_A,,5,2017-05-05,30,0,23401326.4062
CPTY_A,,5,2017-05-05,31,0,-2546125.1539
CPTY_A,,5,2017-05-05,32,0,24565206.6258
CPTY_A,,5,2017-05-05,33,0,2132721.5108
CPTY_A,,5,2017-05-05,34,0,-7816254.9468
CPTY_A,,5,2017-05-05,35,0,16102824.6926
CPTY_A,,5,2017-05-05,36,0,-6637909.1101
CPTY_A,,5,2017-05-05,37,0,-1022910.4486
CPTY_A,,5,2017-05-05,38,0,15142310.5221
CPTY_A,,5,2017-05-05,39,0,-4399308.5110
CPTY_A,,5,2017-05-05,40,0,13797989.1427
CPTY_A,,5,2017-05-05,41,0,-2394540.2785
CPTY_A,,5,2017-05-05,42,0,-636349.8467
CPTY_A,,5,2017-05-05,43,0,4323599.8771
CPTY_A,,5,2017-05-05,44,0,-2361324.4019
CPTY_A,,5,2017-05-05,45,0,12796349.2677
CPTY_A,,5,2017-05-05,46,0,7380043.9389
CPTY_A,,5,2017-05-05,47,0,13008242.2140
CPTY_A,,5,2017-05-05,48,0,2253117.3929
CPTY_A,,5,2017-05-05,49,0,-1092179.5351
CPTY_A,,5,2017-05-05,50,0,-3511491.1872
CPTY_A,,5,2017-05-05,51,0,10179381.0407
CPTY_A,,5,2017-05-05,52,0,13545232.4519
CPTY_A,,5,2017-05-05,53,0,18047652.7140
CPTY_A,,5,2017-05-05,54,0,10756244.5300
CPTY_A,,5,2017-05-05,55,0,-126491.9107
CPTY_A,,5,2017-05-05,56,0,28456477.2363
CPTY_A,,5,2017-05-05,57,0,-5184923.3420
CPTY_A,,5,2017-05-05,58,0,3758275.3335
CPTY_A,,5,2017-05-05,59,0,18215480.8689
CPTY_A,,5,2017-05-05,60,0,-6336803.8983
CPTY_A,,5,2017-05-05,61,0,14160050.8258
CPTY_A,,5,2017-05-05,62,0,8280151.3079
CPTY_A,,5,2017-05-05,63,0,2117451.8050
CPTY_A,,5,2017-05-05,64,0,-804043.0758
CPTY_A,,5,2017-05-05,65,0,-3413586.0318
CPTY_A,,5,2017-05-05,66,0,9240159.0873
CPTY_A,,5,2017-05-05,67,0,4963467.0294
CPTY_A,,5,2017-05-05,68,0,9871714.1926
CPTY_A,,5,2017-05-05,69,0,17602186.9506
CPTY_A,,5,2017-05-05,70,0,-4525442.6267
CPTY_A,,5,2017-05-05,71,0,349031.9449
CPTY_A,,5,2017-05-05,72,0,877515.0532
CPTY_A,,5,2017-05-05,73,0,21253139.2691
CPTY_A,,5,2017-05-05,74,0,3458664.4628
CPTY_A,,5,2017-05-05,75,0,5043164.5586
CPTY_A,,5,2017-05-05,76,0,9127314.8746
CPTY_A,,5,2017-05-05,77,0,-7214304.1083
CPTY_A,,5,2017-05-05,78,0,3176895.5496
CPTY_A,,5,2017-05-05,79,0,11743085.9618
CPTY_A,,5,2017-05-05,80,0,19363430.2679
CPTY_A,,6,2017-08-07,1,0,4032545.4104
CPTY_A,,6,2017-08-07,2,0,-3783806.3007
CPTY_A,,6,2017-08-07,3,0,15908319.8517
CPTY_A,,6,2017-08-07,4,0,-7248676.4723
CPTY_A,,6,2017-08-07,5,0,8803679.2078
CPTY_A,,6,2017-08-07,6,0,13523776.9118
CPTY_A,,6,2017-08-07,7,0,7944825.9199
CPTY_A,,6,2017-08-07,8,0,2731675.5228
CPTY_A,,6,2017-08-07,9,0,-4736575.6857
CPTY_A,,6,2017-08-07,10,0,-7914282.1045
CPTY_A,,6,2017-08-07,11,0,17347580.9389
CPTY_A,,6,2017-08-07,12,0,15240225.5543
CPTY_A,,6,2017-08-07,13,0,7789946.9022
CPTY_A,,6,2017-08-07,14,0,13799381.3374
CPTY_A,,6,2017-08-07,15,0,2595713.6191
CPTY_A,,6,2017-08-07,16,0,10990529.7803
CPTY_A,,6,2017-08-07,17,0,-6960330.5872
CPTY_A,,6,2017-08-07,18,0,10676892.7049
CPTY_A,,6,2017-08-07,19,0,8492294.4391
CPTY_A,,6,2017-08-07,20,0,-1433957.6761
CPTY_A,,6,2017-08-07,21,0,27502117.6321
CPTY_A,,6,2017-08-07,22,0,1328460.4127
CPTY_A,,6,2017-08-07,23,0,584999.0463
CPTY_A,,6,2017-08-07,24,0,11583249.4613
CPTY_A,,6,2017-08-07,25,0,-4099385.2741
CPTY_A,,6,2017-08-07,26,0,-7525428.5803
CPTY_A,,6,2017-08-07,27,0,23066538.8280
CPTY_A,,6,2017-08-07,28,0,-4382442.1955
CPTY_A,,6,2017-08-07,29,0,7499054.1586
CPTY_A,,6,2017-08-07,30,0,35778427.1013
CPTY_A,,6,2017-08-07,31,0,-4789834.5537
CPTY_A,,6,2017-08-07,32,0,24955221.8452
